36	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1193.fa	13626	13626	0.0417116
37	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2245.fa	13276	13276	0.0740698
38	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1712.fa	8274	8274	0.0264788
39	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2308.fa	417356	417356	0.0610707
40	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_446.fa	4082	4082	0.0442483
41	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2972.fa	109738	109738	0.0138985
42	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_586.fa	16378	16378	0.174408
43	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_383.fa	5025	5025	0.130979
44	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2511.fa	3755	3755	0.0344723
45	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_130.fa	97511	97511	0.11197
46	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1667.fa	6064	6064	0.0631684
47	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1299.fa	70103	70103	0.0208145
48	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2360.fa	31616	31616	0.11197
49	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2798.fa	4038	4038	0.047688
50	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_293.fa	9091	9091	0.0674584
51	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1459.fa	74490	74490	0.0283151
52	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1716.fa	3027	3027	0.0852783
53	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1089.fa	29708	29708	0.0332581
54	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_368.fa	11880	11880	0.178173
55	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_468.fa	7377	7377	0.0217795
58	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2761.fa	2798	2798	0.107658
61	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1846.fa	112540	112540	0.0421447
62	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_531.fa	183031	183031	0.0251607
63	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2422.fa	11985	11985	0.0579033
64	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_811.fa	4657	4657	0.197292
65	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1665.fa	415307	415307	0.0190552
66	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1818.fa	314725	314725	0.0396325
68	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1837.fa	5082	5082	0.0123068
69	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2390.fa	20773	20773	0.0770708
70	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2557.fa	4631	4631	0.210897
71	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2722.fa	54825	54825	0.0461689
72	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1528.fa	298962	298962	0.0110882
73	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_848.fa	200219	200219	0.0385787
74	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_474.fa	3129	3129	0.0119383
75	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_173.fa	167257	167257	0.026143
77	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2844.fa	55271	55271	0.0461689
79	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2811.fa	4889	4889	0.013112
80	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1600.fa	4248	4248	0.0674584
81	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1917.fa	7120	7120	0.0365754
82	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_427.fa	283969	283969	0.0161084
84	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_268.fa	97609	97609	0.113823
86	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2785.fa	9050	9050	0.0671564
88	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1403.fa	78337	78337	0.11676
90	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_31.fa	5761	5761	0.219531
91	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2254.fa	97174	97174	0.0872439
92	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2420.fa	180072	180072	0.186761
93	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2296.fa	4348	4348	0.0239063
94	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1368.fa	184811	184811	0.0799006
95	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_196.fa	218980	218980	0.0556462
96	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_670.fa	19357	19357	0.0289561
97	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_820.fa	67428	67428	0.0834041
98	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1068.fa	5566	5566	0.0848014
99	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_473.fa	19989	19989	0.0436329
101	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1116.fa	3476	3476	0.0807479
102	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2770.fa	4323	4323	0.164662
103	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2854.fa	66964	66964	0.0751681
104	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_753.fa	9027	9027	0.0987984
105	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_956.fa	18697	18697	0.0696435
106	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1627.fa	336339	336339	0.0405854
107	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_533.fa	17102	17102	0.0634394
108	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2846.fa	135682	135682	0.0353885
109	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2031.fa	17442	17442	0.0590885
110	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_937.fa	55303	55303	0.045678
111	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1432.fa	13644	13644	0.0411434
112	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2086.fa	11868	11868	0.182269
114	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1182.fa	6852	6852	0.11478
115	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_479.fa	7083	7083	0.108487
116	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2783.fa	10124	10124	0.0531179
117	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_425.fa	85250	85250	0.0206126
118	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1110.fa	45835	45835	0.0487413
119	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_252.fa	4647	4647	0.197292
120	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1300.fa	64517	64517	0.0702918
121	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_270.fa	59128	59128	0.12827
122	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2318.fa	200281	200281	0.0384495
123	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2594.fa	109892	109892	0.0125875
124	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2792.fa	58290	58290	0.0105261
125	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2830.fa	38791	38791	0.295981
126	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_826.fa	4317	4317	0.167688
127	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1746.fa	3009	3009	0.0107836
128	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1394.fa	268996	268996	0.0175349
129	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2125.fa	17519	17519	0.020747
130	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1724.fa	116443	116443	0.105264
132	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2012.fa	33174	33174	0.0244475
135	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_153.fa	71428	71428	0.0295179
136	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2303.fa	103866	103866	0.0515304
137	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_604.fa	3751	3751	0.0357395
138	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_10.fa	183663	183663	0.0834041
139	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1184.fa	55084	55084	0.0478612
140	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2493.fa	101377	101377	0.0232268
141	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1171.fa	5923	5923	0.0857608
142	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2172.fa	56491	56491	0.0213613
143	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2928.fa	39083	39083	0.0483865
144	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1791.fa	74494	74494	0.0282247
145	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2212.fa	10897	10897	0.0712856
147	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1306.fa	3372	3372	0.167688
148	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2878.fa	172338	172338	0.0366967
149	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_888.fa	62090	62090	0.0659724
151	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_716.fa	4947	4947	0.0440934
152	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1550.fa	109647	109647	0.0139486
153	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2592.fa	5208	5208	0.295981
154	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1286.fa	28562	28562	0.0156702
155	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1435.fa	125680	125680	0.0418553
157	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_273.fa	197882	197882	0.0326168
158	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2066.fa	19942	19942	0.0686914
159	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_402.fa	109747	109747	0.0139486
160	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2010.fa	24118	24118	0.0628995
161	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2093.fa	52884	52884	0.0463343
162	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2566.fa	21191	21191	0.0242917
163	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_58.fa	20380	20380	0.0136991
164	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_551.fa	25275	25275	0.0269047
165	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1143.fa	63602	63602	0.0709514
166	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_181.fa	13637	13637	0.040724
167	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_2612.fa	2973	2973	0.0110444
168	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1451.fa	7947	7947	0.0450347
169	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1319.fa	74507	74507	0.0279555
170	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_136.fa	70029	70029	0.0273375
171	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_337.fa	24207	24207	0.0238299
173	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_705.fa	5327	5327	0.107658
174	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_1610.fa	2476	2476	0.0794837
175	/home/bertrandd/PROJECT_LINK/OPERA_LG/HOSPITAL_MICROBIOME/ANALYSIS/RELATEDNESS/PLASMID/CANU/p_302.fa	22732	22732	0.0593303
